,EFINVA,EFSIZE,EFMJIE
56888,0,3,2
56889,0,3,2
56890,0,3,1
56891,0,4,1
56892,0,4,2
56893,0,4,2
56894,0,4,2
56895,900,2,1
56896,900,2,2
56897,375,1,1
56898,1000,2,2
56899,1000,2,1
56900,0,2,1
56901,0,2,2
56902,0,2,1
56903,0,2,2
56904,425,4,2
56905,425,4,1
56908,0,4,1
56909,0,4,2
56910,0,4,2
56911,0,4,2
56912,0,4,1
56913,0,4,2
56916,0,1,1
56917,62675,2,1
56918,62675,2,2
56919,50,1,1
56920,0,2,2
56921,0,2,1
56922,6500,1,1
56923,0,3,1
56924,0,3,2
56926,5900,6,1
56927,5900,6,2
56932,0,3,1
56933,0,3,2
56934,0,3,2
56935,450,5,1
56936,450,5,2
56937,450,5,2
56943,0,4,1
56944,0,3,1
56945,0,3,2
56947,3450,2,2
56948,3450,2,1
56949,0,1,1
56950,25,3,2
56951,25,3,1
56953,950,2,2
56954,950,2,1
56955,0,4,2
56956,0,4,1
56957,0,4,2
56958,0,4,2
56959,0,1,1
56960,0,1,1
56961,0,4,2
56962,0,4,1
56965,3700,1,1
56966,3600,2,1
56967,3600,2,2
56968,625,2,2
56969,625,2,1
56970,0,4,2
56971,0,4,1
56972,0,4,2
56973,0,4,2
56974,0,1,1
56975,0,2,1
56976,0,2,2
56977,0,5,1
56978,0,5,2
56979,0,5,2
56982,0,1,1
56983,0,2,1
56984,0,2,2
56985,50,1,1
56986,5900,3,2
56987,5900,3,1
56989,0,1,1
56990,0,1,1
56991,0,7,1
56992,0,7,2
56998,0,1,1
56999,0,3,1
57002,0,1,1
57003,0,1,1
57004,25,1,1
57005,0,1,1
57006,0,1,1
57007,0,1,1
57008,0,2,2
57009,0,2,1
57010,1625,3,1
57011,1625,3,2
57012,1625,3,2
57013,50,2,1
57014,50,2,2
57015,0,3,2
57016,0,3,1
57018,0,1,1
57019,0,1,1
57020,775,2,1
57021,775,2,2
57022,0,4,2
57023,0,4,1
57026,0,1,1
57027,0,4,2
57028,0,4,1
57031,0,2,2
57032,0,2,1
57033,0,3,1
57035,0,3,2
57036,0,5,1
57037,0,5,2
57041,100,2,2
57042,100,2,1
57043,0,2,1
57044,0,2,2
57045,0,7,2
57046,0,7,1
57047,0,7,2
57048,0,7,2
57052,75000,1,1
57053,0,1,1
57054,0,1,1
57055,0,5,2
57056,0,5,1
57060,0,2,1
57062,0,3,2
57063,0,3,1
57064,0,3,2
57065,2100,2,2
57066,2100,2,1
57067,0,4,1
57068,0,4,2
57069,0,4,2
57071,50,2,2
57072,50,2,1
57073,50,4,2
57074,50,4,1
57077,0,1,1
57078,0,2,1
57079,0,2,2
57080,4800,1,1
57081,0,4,1
57082,0,4,2
57085,650,1,1
57086,0,2,2
57087,0,2,1
57088,725,2,2
57089,725,2,1
57090,50,2,1
57091,50,2,2
57092,250,3,1
57093,250,3,2
57094,250,3,2
57095,4125,2,1
57096,4125,2,2
57097,12250,2,1
57098,12250,2,2
57099,425,1,1
57100,5600,5,1
57101,5600,5,2
57102,5600,5,2
57105,0,1,1
57106,42200,5,2
57107,42200,5,1
57108,42200,5,2
57109,42200,5,2
57111,0,7,2
57112,0,7,1
57118,550,1,1
57119,50,3,1
57120,50,3,2
57121,50,3,2
57122,175,2,1
57123,175,2,2
57124,0,6,1
57125,0,6,2
57130,2000,4,1
57131,2000,4,2
57134,0,1,1
57135,0,1,1
57136,0,4,2
57137,0,4,1
57140,0,1,1
57141,0,2,2
57142,0,2,1
57143,0,2,1
57144,0,2,2
57145,0,4,2
57146,0,4,1
57149,0,1,1
57150,0,5,1
57151,0,5,2
57155,0,4,1
57156,0,4,2
57158,0,4,2
57159,0,3,1
57162,0,4,1
57163,0,4,2
57166,0,1,1
57167,-25,2,1
57168,-25,2,2
57169,125,1,1
57170,625,1,1
57171,550,2,1
57172,550,2,2
57173,225000,4,2
57174,225000,4,1
57177,0,2,1
57178,0,2,2
57179,13000,2,1
57180,13000,2,2
57181,5950,4,2
57182,5950,4,2
57183,5950,4,2
57184,5950,4,1
57185,0,1,1
57186,0,2,2
57187,0,2,1
57188,0,1,1
57189,0,4,1
57193,0,1,1
57194,275,2,2
57195,275,2,1
57196,13500,1,1
57197,200,4,2
57198,200,4,2
57199,200,4,2
57200,200,4,1
57201,1100,2,2
57202,1100,2,1
57203,1250,3,2
57204,1250,3,2
57205,1250,3,1
57206,0,1,1
57207,0,2,2
57208,0,2,1
57209,0,2,1
57210,0,2,2
57211,0,5,2
57212,0,5,1
57216,0,4,1
57217,0,4,2
57218,0,4,2
57220,0,1,1
57221,25,4,1
57222,25,4,2
57223,25,4,2
57224,25,4,2
57225,0,2,1
57226,0,2,2
57227,0,1,1
57228,0,1,1
57229,0,2,1
57230,0,2,2
57231,0,1,1
57232,0,5,2
57233,0,5,1
57237,0,3,2
57238,0,3,1
57240,12350,2,2
57241,12350,2,1
57242,0,4,1
57243,0,4,2
57244,0,4,2
57245,0,4,2
57246,100,6,1
57252,21000,2,1
57253,21000,2,2
57254,0,1,1
57255,21175,2,2
57256,21175,2,1
57257,0,5,1
57258,0,5,2
57262,0,1,1
57263,0,4,2
57264,0,4,1
57265,0,4,2
57267,20000,2,1
57268,20000,2,2
57269,0,1,1
57270,-275,1,1
57271,75,2,2
57272,75,2,1
57273,0,3,1
57274,0,3,2
57276,0,1,1
57277,0,3,2
57278,0,3,1
57280,0,2,2
57281,0,2,1
57282,0,5,1
57283,0,5,2
57287,0,1,1
57288,850,2,1
57289,850,2,2
57290,0,2,1
57291,0,2,2
57292,5500,1,1
57293,0,2,2
57294,0,2,1
57295,0,2,1
57296,0,2,2
57297,250,2,1
57298,250,2,2
57299,375,1,1
57300,0,2,1
57301,0,2,2
57302,50,2,1
57303,50,2,2
57304,0,4,2
57305,0,4,1
57306,0,4,2
57307,0,4,2
57308,0,1,1
57309,0,6,1
57310,0,6,2
57315,2800,1,1
57316,4600,1,1
57317,25,1,1
57318,0,2,1
57319,0,2,2
57320,1925,4,1
57321,1925,4,2
57324,0,1,1
57325,0,1,1
57326,750,1,1
57327,0,4,1
57328,0,4,2
57331,0,3,2
57332,0,3,1
57334,0,2,1
57336,0,2,1
57337,0,2,2
57338,200,1,1
57339,0,2,2
57340,0,2,1
57341,50,1,1
57342,0,3,1
57343,0,3,2
57345,1200,2,1
57346,1200,2,2
57347,23000,2,2
57348,23000,2,1
57349,0,2,1
57350,0,2,2
57351,125,2,1
57352,125,2,2
57353,7200,2,2
57354,7200,2,1
57355,50,3,2
57356,50,3,1
57358,0,4,1
57359,0,4,2
57362,2725,4,2
57363,2725,4,1
57364,2725,4,2
57365,2725,4,2
57366,0,1,1
57367,5250,1,1
57368,0,2,1
57369,0,2,2
57370,150,1,1
57371,19500,4,1
57372,19500,4,2
57373,19500,4,2
57375,3325,2,2
57376,3325,2,1
57377,1150,1,1
57378,575,2,2
57379,575,2,1
57380,2800,2,1
57381,2800,2,2
57382,0,3,1
57383,0,3,2
57384,0,3,2
57385,5200,3,1
57386,5200,3,2
57388,13050,3,2
57389,13050,3,1
57390,13050,3,2
57391,0,1,1
57392,200,2,2
57393,200,2,1
57394,6750,2,1
57395,6750,2,2
57396,0,1,1
57397,0,1,1
57398,175,1,1
57399,0,1,1
57400,0,2,1
57401,0,2,2
57402,0,1,1
57403,25,5,1
57404,25,5,2
57408,16500,1,1
57409,17000,2,1
57410,17000,2,2
57411,0,2,2
57412,0,2,1
57413,0,1,1
57414,54000,2,2
57415,54000,2,1
57416,0,4,1
57420,1800,2,1
57421,1800,2,2
57422,250,3,1
57423,250,3,2
57424,250,3,2
57425,25,2,1
57426,25,2,2
57427,0,2,2
57428,0,2,1
57429,0,2,1
57430,0,2,2
57431,0,2,1
57432,0,2,2
57433,213000,2,2
57434,213000,2,1
57435,0,4,1
57436,0,4,2
57439,75,3,1
57440,75,3,2
57442,50,2,1
57443,50,2,2
57444,0,4,1
57445,0,4,2
57446,0,4,2
57447,0,4,2
57448,0,1,1
57449,0,2,2
57450,0,2,1
57451,0,1,1
57452,2500,2,2
57453,2500,2,1
57454,0,3,2
57455,0,3,1
57456,0,3,2
57457,23000,1,1
57458,0,1,1
57459,2600,2,1
57460,2600,2,2
57461,42000,3,1
57462,42000,3,2
57464,0,1,1
57465,0,2,1
57467,0,2,1
57468,0,2,2
57469,0,6,1
57470,0,6,2
57475,7250,4,1
57476,7250,4,2
57478,7250,4,2
57479,175,5,2
57480,175,5,1
57481,175,5,2
57484,25,2,1
57485,25,2,2
57486,100,2,1
57487,100,2,2
57488,2650,3,2
57489,2650,3,1
57491,0,6,1
57492,0,6,2
57495,0,6,2
57496,0,6,2
57497,0,1,1
57498,2800,1,1
57499,3950,2,1
57500,3950,2,2
57501,0,4,2
57502,0,4,1
57505,0,4,2
57506,0,4,1
57509,0,1,1
57510,0,3,1
57512,0,3,2
57513,0,2,2
57514,0,2,1
57515,0,2,1
57517,0,1,1
57518,13250,2,2
57519,13250,2,1
57520,0,4,1
57521,0,4,2
57522,0,4,2
57524,300,2,1
57525,300,2,2
57526,0,1,1
57527,2400,2,1
57528,2400,2,2
57529,0,4,2
57530,0,4,1
57531,0,4,2
57533,0,2,2
57534,0,2,1
57535,18525,3,2
57536,18525,3,1
57538,375,1,1
57539,50000,3,1
57540,50000,3,2
57542,1400,2,1
57543,1400,2,2
57544,125,1,1
57545,0,2,1
57546,0,2,2
57547,0,2,1
57548,0,2,2
57549,7000,1,1
57550,0,4,1
57551,0,4,2
57552,0,4,2
57553,0,4,2
57554,175,2,1
57555,175,2,2
57556,0,2,2
57557,0,2,1
57558,0,5,2
57559,0,5,1
57563,80000,1,1
57564,15475,2,1
57565,15475,2,2
57566,0,6,1
57567,0,6,2
57568,0,6,2
57572,1050,2,1
57573,1050,2,2
57574,175,2,2
57575,175,2,1
57576,-4900,1,1
57577,1475,2,1
57578,1475,2,2
57579,0,3,1
57580,0,3,2
57581,0,3,2
57582,75,4,2
57583,75,4,1
57584,75,4,2
57586,0,2,2
57587,0,2,1
57588,500,3,1
57591,0,1,1
57592,0,1,1
57593,6250,4,1
57594,6250,4,2
57597,300,4,2
57598,300,4,1
57599,300,4,2
57600,300,4,2
57601,0,4,1
57602,0,4,2
57605,0,3,1
57606,0,3,2
57608,162500,2,1
57609,162500,2,2
57610,0,1,1
57611,0,1,1
57612,0,1,1
57613,950,2,1
57614,950,2,2
57615,150,3,1
57616,150,3,2
57617,150,3,2
57618,0,2,1
57619,0,2,2
57620,0,3,2
57621,0,3,1
57623,0,1,1
57624,525,2,1
57625,525,2,2
57626,0,4,1
57627,0,4,2
57628,0,4,2
57629,0,4,2
57630,150,2,2
57631,150,2,1
57632,8250,4,2
57633,8250,4,1
57636,0,1,1
57637,0,1,1
57638,125,2,1
57639,125,2,2
57640,0,1,1
57641,0,5,1
57642,0,5,2
57644,0,5,2
57645,0,5,2
57646,1500,1,1
57647,0,2,2
57648,0,2,1
57649,0,4,2
57650,0,4,2
57651,0,4,2
57652,0,4,1
57653,100,1,1
57654,0,2,2
57655,0,2,1
57656,8500,2,2
57657,8500,2,1
57658,0,2,1
57659,0,2,2
57660,275,1,1
57661,0,1,1
57662,0,1,1
57663,17250,2,1
57664,17250,2,2
57665,0,1,1
57666,0,1,1
57667,550,1,1
57668,2200,1,1
57669,0,1,1
57670,104400,6,1
57671,104400,6,2
57676,9850,2,1
57677,9850,2,2
57678,47600,4,2
57679,47600,4,2
57680,47600,4,1
57681,47600,4,2
57682,750,2,2
57683,750,2,1
57684,0,2,2
57685,0,2,1
57686,0,1,1
57687,0,1,1
57688,1025,2,1
57689,1025,2,2
57690,10750,2,1
57691,10750,2,2
57692,75,5,1
57693,75,5,2
57697,0,5,1
57698,0,5,2
57702,8750,2,1
57703,8750,2,2
57704,0,5,2
57705,0,5,1
57709,0,2,1
57711,1600,3,1
57712,1600,3,2
57713,1600,3,2
57714,25,3,1
57715,25,3,2
57717,0,3,1
57718,0,3,2
57720,0,4,1
57721,0,4,2
57724,150,2,1
57725,150,2,2
57726,0,4,1
57727,0,4,2
57730,45100,4,2
57733,45100,4,1
57734,1525,2,1
57735,1525,2,2
57736,0,2,1
57737,0,2,2
57738,1200,1,1
57739,0,1,1
57740,25,1,1
57741,0,2,2
57742,0,2,1
57743,0,1,1
57744,0,2,1
57745,0,2,2
57746,0,4,2
57747,0,4,1
57748,0,4,2
57750,0,2,1
57751,0,2,2
57752,0,4,1
57753,0,4,2
57754,0,4,2
57756,575,2,2
57757,575,2,1
57758,5000,1,1
57759,0,3,1
57760,0,3,2
57761,0,3,2
57762,0,2,1
57763,0,2,2
57764,0,3,1
57767,0,4,1
57771,325,2,1
57772,325,2,2
57773,0,3,1
57774,0,3,2
57775,0,3,2
57776,0,1,1
57777,200,4,2
57778,200,4,1
57781,675,2,1
57782,675,2,2
57783,0,1,1
57784,0,1,1
57785,0,2,2
57786,0,2,1
57787,0,1,1
57788,25,4,1
57792,50,2,1
57793,50,2,2
57794,0,1,1
57795,1650,2,1
57796,1650,2,2
57797,2400,1,1
57798,0,2,1
57800,250,3,1
57801,250,3,2
57803,125,3,2
57804,125,3,1
57806,12000,1,1
57807,9150,3,1
57808,9150,3,2
57809,9150,3,2
57810,225,2,1
57811,225,2,2
57812,0,1,1
57813,0,4,2
57814,0,4,1
57817,300,1,1
57818,0,5,1
57819,0,5,2
57820,0,5,2
57821,0,5,2
57822,0,5,2
57823,325,3,2
57824,325,3,1
57825,325,3,2
57826,80000,3,2
57827,80000,3,1
57828,80000,3,2
57829,0,4,2
57830,0,4,1
57831,0,4,2
57832,0,4,2
57833,1350,4,2
57834,1350,4,2
57835,1350,4,1
57836,1350,4,2
57837,0,1,1
57838,75,1,1
57839,25,2,1
57840,25,2,2
57841,7750,2,2
57842,7750,2,1
57843,0,4,1
57844,0,4,2
57845,0,4,2
57846,0,4,2
57847,50,1,1
57848,50,2,2
57849,50,2,1
57850,325,2,1
57851,325,2,2
57852,0,2,1
57853,0,2,2
57854,375,2,2
57855,375,2,1
57856,225,1,1
57857,0,2,2
57858,0,2,1
57859,125,2,1
57860,125,2,2
57861,0,4,1
57862,0,4,2
57865,75,1,1
57866,0,1,1
57867,0,1,1
57868,0,1,1
57869,0,1,1
57870,0,1,1
57871,0,2,1
57873,0,4,2
57874,0,4,1
57877,250,2,2
57878,250,2,1
57879,10500,2,1
57880,10500,2,2
57881,975,2,2
57882,975,2,1
57883,75,2,2
57884,75,2,1
57885,25,1,1
57886,0,1,1
57887,250,2,1
57888,250,2,2
57889,0,1,1
57890,25,2,2
57891,25,2,1
57892,10000,7,1
57893,10000,7,2
57894,10000,7,2
57896,10000,7,2
57897,10000,7,2
57898,10000,7,2
57899,0,3,2
57900,0,3,1
57902,0,3,2
57903,0,3,1
57905,28000,2,2
57906,28000,2,1
57907,0,4,1
57908,0,4,2
57909,0,4,2
57910,0,4,2
57911,0,3,2
57912,0,3,1
57913,0,3,2
57914,50,6,1
57915,50,6,2
57920,0,2,2
57921,0,2,1
57922,0,2,1
57923,0,2,2
57924,30850,2,2
57925,30850,2,1
57926,81000,2,2
57927,81000,2,1
57928,0,2,2
57929,0,2,1
57930,0,3,1
57931,0,3,2
57932,0,3,2
57933,5500,3,2
57934,5500,3,2
57935,5500,3,1
57936,0,4,2
57937,0,4,1
57940,0,3,1
57941,0,3,2
57943,-4900,4,1
57944,-4900,4,2
57945,-4900,4,2
57947,0,3,2
57948,0,3,1
57949,0,3,2
57950,1100,1,1
57951,0,5,1
57952,0,5,2
57953,0,5,2
57955,0,5,2
57956,25,1,1
57957,0,2,1
57958,0,2,2
57959,50,6,1
57960,50,6,2
57961,50,6,2
57965,0,3,2
57966,0,3,1
57967,0,3,2
57968,100,2,1
57969,100,2,2
57970,0,3,1
57971,0,3,2
57973,0,4,2
57974,0,4,1
57975,0,4,2
57976,0,4,2
57977,2200,1,1
57978,0,1,1
57979,0,2,1
57980,0,2,2
57981,0,5,2
57982,0,5,1
57986,1850,2,1
57987,1850,2,2
57988,62500,2,1
57989,62500,2,2
57990,0,1,1
57991,0,1,1
57992,0,1,1
57993,11650,5,1
57994,11650,5,2
57995,11650,5,2
57998,1800,3,2
57999,1800,3,1
58001,0,1,1
58002,0,1,1
58003,0,1,1
58004,50,1,1
58005,0,3,2
58006,0,3,1
58008,50,4,2
58009,50,4,1
58010,50,4,2
58011,50,4,2
58012,15000,2,1
58013,15000,2,2
58014,0,1,1
58015,0,3,1
58016,0,3,2
58018,0,4,2
58019,0,4,1
58020,0,4,2
58022,0,1,1
58023,0,4,1
58024,0,4,2
58027,0,1,1
58028,1650,2,1
58029,1650,2,2
58030,0,2,1
58031,0,2,2
58032,0,1,1
58033,0,1,1
58034,130000,4,1
58035,130000,4,2
58036,130000,4,2
58038,0,3,1
58041,275,1,1
58042,0,2,1
58044,0,4,1
58045,0,4,2
58046,0,4,2
58048,2200,3,2
58050,2200,3,1
58051,0,4,1
58052,0,4,2
58053,0,4,2
58055,0,3,1
58056,0,3,2
58058,5850,2,1
58059,5850,2,2
58060,0,1,1
58061,1000,1,1
58062,36000,2,1
58063,36000,2,2
58064,0,1,1
58065,250,2,2
58066,250,2,1
58067,0,5,2
58068,0,5,1
58072,33000,5,2
58073,33000,5,1
58074,33000,5,2
58077,0,2,1
58078,0,2,2
58079,0,1,1
58080,0,1,1
58081,3600,1,1
58082,0,1,1
58083,0,4,1
58084,0,4,2
58087,0,1,1
58088,0,1,1
58089,0,4,1
58090,0,4,2
58093,1700,2,2
58094,1700,2,1
58095,0,2,1
58096,0,2,2
58097,0,4,2
58098,0,4,1
58101,0,2,2
58102,0,2,1
58103,0,2,1
58105,0,1,1
58106,0,4,1
58107,0,4,2
58110,13500,1,1
58111,51900,2,2
58112,51900,2,1
58113,0,1,1
58114,50,1,1
58115,225,5,2
58116,225,5,1
58120,-150,4,1
58121,-150,4,2
58124,47025,4,1
58125,47025,4,2
58126,47025,4,2
58127,47025,4,2
58128,850,1,1
58129,0,3,1
58132,0,1,1
58133,0,3,1
58134,0,3,2
58136,950,1,1
58137,2825,2,1
58138,2825,2,2
58139,4025,4,2
58140,4025,4,1
58143,0,1,1
58144,550,3,1
58145,550,3,2
58147,0,4,2
58148,0,4,1
58151,0,2,1
58152,0,2,2
58153,0,1,1
58154,0,1,1
58155,0,3,2
58156,0,3,1
58157,0,3,2
58158,45500,2,2
58159,45500,2,1
58160,300,2,2
58161,300,2,1
58162,0,1,1
58163,0,2,1
58164,0,2,2
58165,0,3,2
58166,0,3,2
58167,0,3,1
58168,475,5,2
58169,475,5,1
58170,475,5,2
58171,475,5,2
58172,475,5,2
58173,0,2,1
58174,0,2,2
58175,0,1,1
58176,150,1,1
58177,0,2,1
58178,0,2,2
58179,1025,3,2
58180,1025,3,2
58181,1025,3,1
58182,0,5,2
58183,0,1,1
58184,0,5,2
58186,0,5,1
58188,0,4,1
58189,0,4,2
58190,0,4,2
58192,0,1,1
58193,625,2,2
58194,625,2,1
58195,31500,2,1
58196,31500,2,2
58197,0,1,1
58198,6000,5,1
58199,6000,5,2
58200,6000,5,2
58201,6000,5,2
58203,0,1,1
58204,675,2,2
58205,675,2,1
58206,0,2,2
58207,0,2,1
58208,1600,2,2
58209,1600,2,1
58210,65000,1,1
58211,0,3,1
58214,0,2,2
58215,0,2,1
58216,0,3,1
58217,0,3,2
58218,0,3,2
58219,25,2,1
58220,25,2,2
58221,225,2,2
58222,225,2,1
58223,0,3,1
58224,0,3,2
58225,0,3,2
58226,0,3,1
58229,0,1,1
58230,0,5,1
58231,0,5,2
58232,0,5,2
58233,0,5,2
58235,0,2,1
58236,0,2,2
58237,3600,1,1
58238,825,2,1
58239,825,2,2
58240,0,3,1
58241,0,3,2
58242,0,3,2
58243,0,1,1
58244,0,3,1
58245,0,3,2
58247,0,2,1
58248,0,2,2
58249,0,3,2
58250,0,3,1
58251,0,3,2
58252,25,2,2
58253,25,2,1
58254,375,1,1
58255,30300,4,1
58256,30300,4,2
58257,30300,4,2
58259,25,1,1
58260,1900,2,2
58261,1900,2,1
58262,25,4,1
58263,25,4,2
58264,25,4,2
58266,7800,2,2
58267,7800,2,1
58268,0,2,1
58269,0,2,2
58270,0,2,2
58271,0,2,1
58272,0,1,1
58273,0,4,1
58274,0,4,2
58277,0,2,1
58278,0,2,2
58279,50,1,1
58280,0,2,2
58281,0,2,1
58282,0,1,1
58283,-12500,3,1
58284,-12500,3,2
58286,6000,1,1
58287,9250,1,1
58288,0,1,1
58289,0,2,1
58291,25,2,2
58292,25,2,1
58293,0,2,1
58295,6900,2,2
58296,6900,2,1
58297,25,4,1
58298,25,4,2
58299,25,4,2
58300,25,4,2
58301,0,2,1
58302,0,2,2
58303,0,4,2
58304,0,4,1
58307,0,5,2
58308,0,5,1
58309,0,5,2
58312,0,2,1
58313,0,2,2
58314,0,1,1
58315,2400,4,1
58316,2400,4,2
58319,0,3,1
58322,50,6,1
58323,50,6,2
58324,50,6,2
58328,4000,5,1
58329,4000,5,2
58330,4000,5,2
58331,4000,5,2
58333,0,1,1
58334,25,1,1
58335,0,1,1
58336,0,4,1
58337,0,4,2
58340,250,2,1
58341,250,2,2
58342,0,1,1
58343,0,1,1
58344,0,1,1
58345,0,2,1
58347,0,3,2
58348,0,3,1
58350,0,1,1
58351,0,2,1
58352,0,2,2
58353,975,2,1
58354,975,2,2
58355,7800,2,1
58356,7800,2,2
58357,0,2,2
58358,0,2,1
58359,7250,3,2
58360,7250,3,1
58361,7250,3,2
58362,0,2,2
58363,0,2,1
58364,5500,1,1
58365,0,3,1
58366,0,3,2
58367,0,3,2
58368,0,1,1
58369,14025,3,2
58370,14025,3,1
58371,14025,3,2
58372,0,3,1
58373,0,3,2
58374,0,3,2
58375,8350,2,1
58376,8350,2,2
58377,0,3,1
58380,1000,1,1
58381,0,2,1
58382,0,2,2
58383,0,3,1
58384,0,3,2
58385,0,3,2
58386,25,2,1
58387,25,2,2
58388,0,1,1
58389,1200,1,1
58390,50,1,1
58391,0,4,2
58392,0,4,1
58395,0,2,2
58396,0,2,1
58397,4400,2,1
58398,4400,2,2
58399,0,1,1
58400,0,1,1
58401,0,3,1
58402,0,3,2
58404,-725,1,1
58405,0,1,1
58406,0,1,1
58407,0,1,1
58408,0,1,1
58409,575,3,2
58410,575,3,1
58411,575,3,2
58412,400,1,1
58413,3900,1,1
58414,75,4,1
58415,75,4,2
58416,75,4,2
58417,75,4,2
58418,0,1,1
58419,0,4,2
58420,0,4,2
58421,0,4,1
58423,0,1,1
58424,0,1,1
58425,125,2,2
58426,125,2,1
58427,425,2,1
58428,425,2,2
58429,75000,1,1
58430,0,2,1
58431,0,2,2
58432,0,1,1
58433,8250,1,1
58434,0,1,1
58435,0,1,1
58436,0,2,1
58437,0,2,2
58438,500,1,1
58439,0,2,2
58440,0,2,1
58441,0,1,1
58442,0,1,1
58443,0,2,2
58444,0,2,1
58445,0,3,2
58446,0,3,1
58447,0,3,2
58448,0,2,1
58449,0,2,2
58450,625,2,1
58451,625,2,2
58452,0,3,1
58453,0,3,2
58455,0,1,1
58456,100,2,1
58457,100,2,2
58460,0,3,1
58461,375,4,2
58462,375,4,1
58463,375,4,2
58464,375,4,2
58465,3900,2,1
58466,3900,2,2
58467,200,2,2
58468,200,2,1
58469,0,3,1
58470,0,3,2
58471,0,3,2
58472,-5250,4,1
58473,-5250,4,2
58474,-5250,4,2
58475,-5250,4,2
58476,0,4,2
58477,0,4,1
58480,25,2,2
58481,25,2,1
58482,4700,2,2
58483,4700,2,1
58484,0,2,1
58485,0,2,2
58486,0,1,1
58487,0,3,1
58488,0,3,2
58490,50,3,1
58491,50,3,2
58492,50,3,2
58493,275,2,2
58494,275,2,1
58495,125,2,1
58496,125,2,2
58497,0,3,2
58498,0,3,1
58500,0,1,1
58501,0,2,1
58502,0,2,2
58503,0,3,1
58504,0,3,2
58506,0,1,1
58507,0,1,1
58508,0,1,1
58509,12250,2,1
58510,12250,2,2
58511,0,2,2
58512,0,2,1
58513,2000,4,2
58514,2000,4,1
58517,8250,1,1
58518,0,2,2
58519,0,2,1
58520,43225,2,1
58521,43225,2,2
58522,0,2,1
58523,0,2,2
58524,0,6,1
58525,0,6,2
58530,0,3,1
58531,0,3,2
58532,0,3,2
58533,450,2,1
58534,450,2,2
58535,0,2,1
58536,0,2,2
58537,0,2,2
58538,0,2,1
58539,250,2,1
58540,250,2,2
58541,-1200,4,1
58542,-1200,4,2
58543,-1200,4,2
58544,-1200,4,2
58545,0,1,1
58546,325,4,2
58547,325,4,2
58548,325,4,1
58550,0,2,1
58551,0,2,2
58552,4600,6,1
58553,4600,6,2
58558,50,3,2
58559,50,3,1
58561,0,2,2
58562,0,2,1
58563,0,3,1
58564,0,3,2
58566,0,4,1
58567,0,4,2
58570,0,1,1
58571,0,2,1
58572,0,2,2
58573,0,3,2
58574,0,3,2
58575,0,3,1
58576,4600,2,1
58577,4600,2,2
58578,6500,2,1
58579,6500,2,2
58580,0,1,1
58581,0,3,1
58582,0,3,2
58583,0,3,2
58584,0,1,1
58585,75,1,1
58586,25000,1,1
58587,100,3,1
58588,100,3,2
58589,100,3,2
58590,575,4,1
58591,575,4,2
58592,575,4,2
58593,575,4,2
58594,0,3,1
58595,0,3,2
58597,0,1,1
58598,50,2,2
58599,50,2,1
58600,25,1,1
58601,550,1,1
58602,25,1,1
58603,0,1,1
58604,0,1,1
58605,0,2,1
58606,0,2,2
58607,6525,2,2
58608,6525,2,1
58609,0,4,2
58610,0,4,1
58613,0,2,2
58614,0,2,1
58615,0,1,1
58616,0,1,1
58617,250,1,1
58618,0,1,1
58619,450,2,1
58620,450,2,2
58621,75,1,1
58622,0,4,2
58623,0,4,1
58626,17500,2,1
58627,17500,2,2
58628,0,1,1
58629,0,1,1
58630,13150,2,1
58631,13150,2,2
58632,5100,5,2
58633,5100,5,2
58634,5100,5,2
58635,5100,5,1
58636,5100,5,2
58637,0,2,1
58638,0,2,2
58639,0,3,2
58640,0,3,1
58642,0,2,1
58643,0,2,2
58644,0,5,1
58645,0,5,2
58649,0,2,1
58650,0,2,2
58651,0,3,1
58652,0,3,2
58653,0,3,2
58654,0,3,1
58657,0,3,1
58658,0,3,2
58660,0,1,1
58661,37500,2,1
58662,37500,2,2
58663,0,2,2
58664,0,2,1
58665,97500,1,1
58666,0,2,1
58667,0,2,2
58668,0,1,1
58669,0,5,2
58670,0,5,1
58674,140225,3,1
58675,140225,3,2
58677,0,2,2
58678,0,2,1
58679,0,1,1
58680,0,1,1
58681,0,1,1
58682,0,2,2
58683,0,2,1
58684,50,3,1
58685,50,3,2
58687,3700,1,1
58688,0,1,1
58689,100,2,1
58690,100,2,2
58691,0,4,2
58692,0,4,1
58695,0,2,2
58696,0,2,1
58697,0,1,1
58698,0,1,1
58699,118525,3,2
58700,118525,3,1
58701,118525,3,2
58702,650,3,2
58703,650,3,1
58704,650,3,2
58705,0,4,1
58706,0,4,2
58709,1400,2,2
58710,1400,2,1
58711,0,1,1
58712,0,3,2
58713,0,3,2
58714,0,3,1
58715,0,1,1
58716,300,2,1
58717,300,2,2
58718,1425,2,1
58719,1425,2,2
58720,425,2,2
58721,425,2,1
58722,50,4,2
58723,50,4,1
58726,0,2,1
58727,0,2,2
58728,2800,2,2
58729,2800,2,1
58730,0,2,1
58731,0,2,2
58732,9000,2,1
58733,9000,2,2
58734,10550,3,2
58735,10550,3,1
58737,0,1,1
58738,0,2,1
58739,0,2,2
58740,0,1,1
58741,0,1,1
58742,8275,2,1
58743,8275,2,2
58744,0,1,1
58745,35000,5,1
58746,35000,5,2
58747,35000,5,2
58748,35000,5,2
58749,35000,5,2
58750,225,2,2
58751,225,2,1
58752,0,2,1
58753,0,2,2
58754,0,3,1
58755,0,3,2
58757,0,1,1
58758,0,2,1
