,EFINVA
90775,0
9425,75000
78566,0
40294,6250
57223,25
34625,0
84090,0
23418,0
552,450
51781,0
55267,250
71539,0
19670,0
39010,1200
18259,425
19586,3700
35392,1000
84949,4600
38828,0
48721,0
83920,2325
77605,225
656,0
31660,0
32526,0
82488,0
54944,0
3861,29025
61691,50
54243,375
39743,1300
20983,0
67218,200
25270,0
51239,4300
2239,0
24258,0
7078,50
71044,0
39340,25
84614,125
66519,0
88812,475
62648,0
24731,50
85102,50000
21100,725
32342,550
63110,3650
24342,0
26927,0
52059,650
48966,0
54793,0
74764,0
25986,350
90123,3000
87007,0
83854,25
40822,0
44763,1350
55246,0
47728,0
78310,0
49911,9000
46155,150
11342,125
30560,25
53750,350
42742,700
865,25
75912,0
52771,1750
74618,1450
22934,0
3192,0
57807,9150
7064,0
17217,0
17842,0
17301,2100
63663,162500
45577,375
51063,975
65020,0
68688,75
81618,0
46613,20000
11359,0
50818,0
34544,35000
60917,0
32974,0
15167,0
14820,0
48044,0
55508,0
32553,75
54813,0
12209,0
39951,25
48695,12500
76562,0
52682,100
41144,75
77979,1500
39263,0
14514,0
60910,5200
16971,0
15839,0
47445,1250
13140,325
80431,200
58399,0
59842,0
78002,0
7267,50
21449,95000
15341,0
74806,0
40940,0
43838,0
78488,2400
67927,0
26482,0
14581,850
84662,1800
91344,0
5623,225
89994,2500
84579,0
46438,750
54439,0
53151,0
14268,0
87322,0
55595,750
84696,3150
751,0
29664,25
71207,0
60795,0
28054,25
4429,0
83454,2925
35820,375
86433,50
1065,130000
48635,50
70083,0
42045,0
53433,0
25991,0
87817,0
16215,0
44359,6250
72930,24500
37336,0
30842,0
62079,15500
91270,725
461,0
88849,600
30252,525
71694,750
30423,0
68179,0
24500,0
7678,0
15061,5750
55621,0
42201,0
81061,5925
12247,0
46211,0
47796,0
62893,0
70643,0
70782,0
64592,8800
12682,7950
57018,0
7312,4200
26621,50
2839,0
87958,0
75621,0
80262,6600
56001,100
58910,0
55433,0
51668,6000
83776,25
6994,0
40100,700
75641,1100
55009,275
54024,5300
29722,43000
81644,0
19242,0
43806,550
54829,0
49465,30575
68645,25
80949,0
9721,150
43821,0
2915,0
61781,225
46197,0
84529,0
43287,4500
78099,0
81072,0
78999,39000
45031,0
74687,0
46832,0
32674,0
48288,0
28303,1900
77593,1150
66018,0
7639,100
12812,0
57889,0
73773,0
15264,0
90979,0
12459,5575
44748,0
14625,800
31087,0
65528,3700
9600,150000
21960,150
40715,1200
34092,0
76211,0
19238,800
32135,0
22199,0
12362,-550
70633,105000
15114,0
70103,0
34687,575
602,0
79181,0
14684,0
85259,0
10049,0
73396,1275
40642,0
50870,0
31391,19250
90786,900
11227,0
23183,0
54879,0
70151,0
7321,48175
13631,600
5057,0
76503,1300
75953,425
49979,0
65734,125
57800,250
47610,1150
72542,0
31868,0
83085,28000
81446,0
54598,0
87978,0
86367,0
75868,100
91649,0
19907,0
7566,0
31795,97500
65812,0
50659,15000
68894,2100
83993,0
36274,0
86210,3500
48193,50
52375,0
64953,0
84719,0
79129,0
56870,0
59967,19000
74254,25
41202,0
39883,0
20185,0
92143,0
36042,0
77014,25
86603,0
16293,50
22460,0
21871,0
46267,0
61595,70100
54859,11250
18192,0
39266,9000
81201,0
17525,0
42351,0
18504,0
54464,4500
84074,0
88344,125
8113,100
47977,0
80258,0
21835,-3300
38001,250
78725,4200
15250,12800
71662,0
41947,6250
7916,450
87040,0
22090,575
22845,0
65328,0
43502,325
5625,2050
2305,2400
56367,3525
51408,350
75936,525
7533,25
38642,0
18531,0
6741,50
17474,0
35064,0
19241,0
3852,0
65329,0
42825,725
13060,92000
21734,2300
92086,180000
49800,0
77432,95000
59502,50
29234,0
30707,0
56072,11000
53714,0
32620,0
83092,0
81823,25
7447,0
86679,0
53502,25
61237,0
4843,5900
68032,1100
45749,475
37158,0
7726,0
38093,0
70472,-1750
72802,50
80889,16500
84152,25
4455,0
86521,7300
37748,0
16796,0
718,13000
49631,0
57736,0
57771,325
38710,16025
3109,0
85260,0
49346,25200
83133,1150
71258,0
62573,0
64494,0
66291,0
21011,110175
65178,0
69670,25
42060,0
41987,0
66495,0
53342,0
76145,47000
30668,7400
16166,0
87420,0
52187,6250
26584,0
4383,0
55226,12500
5353,775
89593,25000
65242,0
42112,0
75764,0
33428,25
75870,100
32456,1175
3,375
46383,525
61086,25
30370,25
76847,3925
86665,0
88106,0
14226,4800
86443,0
33144,0
75380,0
10840,0
33306,0
13734,0
18250,25500
35964,0
40212,0
16954,0
15543,125
12489,0
76701,0
30134,0
86895,0
11708,1325
18031,0
70407,550
79854,0
36306,0
73812,0
55637,9500
79732,0
37513,0
16298,0
91661,0
54556,13750
10866,0
86111,0
58558,50
81717,0
7519,0
74812,0
10425,1275
30326,10000
32922,475
20482,25
58645,0
75937,700
63924,0
4747,-1400
67446,25
27557,0
62421,-26000
25648,0
44577,825
1617,7800
1975,0
85876,0
71285,0
90891,925
49887,88000
21677,8500
31025,0
19350,29000
45225,0
18155,0
72777,262000
82381,0
40017,850
10706,0
54706,125
10065,0
2581,0
21523,50
52380,675
76628,0
3539,125
33554,0
34059,0
78551,0
80134,0
18434,0
77189,0
74168,107725
27703,0
36543,850
65379,0
90755,5800
61928,-14000
36948,0
44071,1725
3716,0
29339,3650
51145,0
57427,0
17182,300
48640,0
30147,0
21286,0
34375,0
24511,50
76015,-225
89964,50
80568,0
45030,0
42713,10250
46290,0
21074,0
71231,1600
70560,1825
63621,1100
42555,25
13808,0
83453,2925
7192,0
42938,30450
2868,17750
49604,66000
39226,0
20050,550
26194,0
90801,0
31018,475
60786,0
23544,0
11903,2250
14107,0
54535,6500
14348,0
46762,3250
47907,500
90530,0
34382,0
27890,575
55903,1250
44388,50
47695,0
28315,8250
89811,0
54338,0
43569,1650
83006,13750
25072,0
12957,0
54009,75
17891,0
70238,0
91582,0
4252,725
64654,0
43998,0
90430,0
63953,0
6431,0
91274,0
25091,0
19882,0
89246,0
45701,0
31960,1200
54355,0
49387,1300
7599,0
24772,0
12509,0
20005,0
71308,0
83073,0
89383,0
43899,312500
90138,0
56310,0
35863,0
9032,0
89458,0
16773,50
5400,3500
73739,25
27886,0
49269,16000
20961,0
10459,0
45164,0
76611,5300
75175,50
57136,0
8837,0
12431,0
40309,0
19234,0
57386,5200
49494,0
38942,7750
50492,0
41496,0
62698,0
37018,0
76171,0
16934,0
52011,50
1141,0
84568,50
29846,0
50122,0
63077,2425
21341,27000
44416,10500
65872,0
23149,13975
76506,6050
19671,0
57576,-4900
79184,150
43164,0
44187,175
5194,0
77803,0
36247,0
43086,0
17019,0
88503,125
8130,18500
81688,0
46058,0
18663,0
87309,350
11664,300
1976,0
28702,0
69390,-1775
51625,0
60718,0
42430,0
41296,2500
17680,50
53603,0
17569,0
71363,0
25457,0
66031,50
28836,7750
60694,0
50510,0
75359,0
82105,0
73065,625
85768,0
88857,0
26214,0
74708,5400
44572,1700
14200,0
3745,200
65195,0
70162,25
49941,3725
24545,0
61046,350
82582,75
46478,1650
31902,0
7537,1850
31743,1975
24001,0
44088,43000
85579,14500
45096,0
9041,0
82095,0
77304,3200
43324,0
92168,0
50781,57000
54993,75
65409,0
56405,0
66301,26025
43423,0
74173,100
1051,100
67805,5800
80368,700
29575,4450
39462,0
30076,26475
68099,0
40522,275
88723,25
69008,0
10191,0
73137,0
129,15000
14100,5300
53894,0
20123,0
23443,625
21413,0
92246,0
10243,50
20383,0
73346,0
44114,2700
1093,0
41459,0
41889,-650
42932,0
79399,0
90687,7250
2095,75000
398,0
42168,20150
7716,21000
10691,25
87045,0
60332,50
91628,25
42139,0
76129,5500
8236,875
31783,325
36277,7750
79995,350
21034,0
66093,0
9845,0
25492,0
34049,850
77682,1850
13554,50
18605,1350
68544,0
45128,0
30108,2125
8551,12975
12156,0
69003,0
82078,-700
14627,0
90067,11500
39610,11500
90643,0
12227,0
57159,0
45359,-7000
91260,0
86396,0
4808,0
37464,0
53395,0
7656,0
13053,0
41396,75
17291,27175
11767,0
14044,425
72667,0
32891,0
16253,0
66721,0
70504,450
62395,0
15559,25
83673,50
59098,75
335,1575
1162,525
22399,6900
45467,0
59063,75
43259,0
44264,0
78164,0
19194,75
9309,0
30795,-12500
7495,0
3085,175
6045,250
9818,0
81286,4950
67928,0
9339,975
49107,1350
3056,0
21217,0
53312,4950
58215,0
9004,300
19855,0
87843,0
62572,0
4682,0
7052,150
67344,0
24144,0
30056,5900
39160,3700
66963,0
89472,0
43319,0
7886,2200
7640,0
44415,50
43362,400
646,350
53665,8250
13356,625
10148,0
39714,25
75104,0
6188,0
27580,11000
44842,25
13584,50
71187,425
40173,0
61286,4600
69757,325
63511,0
86186,250
2245,0
41455,1400
8499,0
33603,475
24594,0
69797,100
55831,0
20809,0
25879,0
55093,650
2725,925
81040,0
75854,4600
56328,750
72741,16000
42035,0
90544,2400
49710,1450
34990,0
46666,200
47941,0
79135,16500
2788,0
49646,47000
19489,0
43834,0
62686,0
42334,0
80318,4550
76541,0
80463,12000
29328,0
28061,0
23778,50
44253,825
74959,0
32248,825
40249,0
32532,0
19995,2600
46494,0
84222,3700
72965,2150
38150,0
55163,17000
40937,0
48508,0
45365,0
75347,150
56971,0
85064,0
59008,58000
32894,102000
41508,1450
45765,0
30937,2125
40980,0
68080,0
11531,325
52823,0
14713,33000
83361,0
81734,0
4472,50
79664,0
81675,0
52340,0
58794,0
6755,1475
58225,0
61331,0
48184,100
42456,200
87236,87500
39891,0
90989,0
50412,17525
76196,0
26034,0
46289,0
85553,0
58435,0
41392,400
25360,0
79348,0
16989,452900
24445,49000
70457,0
71641,0
57460,2600
49794,125000
31958,0
12180,50
8682,0
60048,0
8409,0
90410,81000
79492,0
83623,875
87630,100
3758,0
31472,0
51586,0
78638,58150
33755,50
8352,68500
75147,50
75295,0
69617,0
25166,0
59279,3825
59723,0
81186,0
58573,0
44385,0
53083,0
79180,0
42080,50
21860,0
42105,0
60774,0
52265,2450
89382,0
16824,50
1137,2300
36783,0
87629,0
17444,80000
83219,12500
35093,0
58441,0
45871,75
46388,23000
1053,100
10935,0
74527,50
89409,475
33728,0
7159,50
10226,30000
7253,0
54384,0
49045,250
12532,3000
16345,0
30640,50
33421,0
37405,4700
59026,0
64193,0
73461,4600
66343,200
56900,0
52468,0
4420,0
39554,50
86523,50
85491,200
61013,3250
49402,0
63622,1100
47284,150
83828,0
24570,0
84177,0
13997,6750
6309,0
85834,625
40913,725
58835,0
69413,131000
87,0
11995,425
32905,0
12927,0
207,0
48705,0
14638,0
52146,0
26981,0
4132,0
52511,0
81305,1300
89707,5750
75387,1300
69905,0
83848,0
54763,550
76594,0
75724,0
16722,-23100
41388,0
59585,550
66206,0
43577,175
81658,0
70416,0
31068,675
80943,0
38380,0
81499,14500
16192,0
5612,0
2453,375
69380,36250
79278,18000
77463,0
71600,0
41065,8150
69932,0
77801,0
82634,0
1546,0
84204,0
87609,0
5446,10000
23130,12250
18312,0
36014,0
87451,0
48352,0
56533,0
58872,0
60657,0
13957,75
66966,0
37959,82500
83051,0
63674,0
70248,4300
20017,0
34931,0
8197,0
37636,950
32208,0
59204,125
34907,0
39427,5875
4601,200
21666,0
31928,2900
49919,475
40675,525
43162,9300
32576,0
88068,0
82597,0
8990,0
46515,150
24858,0
11058,28000
9301,0
12581,150
69536,23000
7240,-3000
40772,-825
30329,0
78498,0
57859,125
48284,0
69656,0
44043,0
55689,0
83724,0
21781,3800
92199,225
1504,150
70251,0
81551,-50
53670,0
77730,0
8532,30000
65109,3300
1475,10050
14664,4275
54655,-1250
69084,0
40637,0
20576,0
53523,0
47188,52000
39910,0
55784,0
23820,16550
86946,21000
88326,0
11858,0
91173,0
10881,0
61066,0
55013,0
30288,0
54413,0
74308,450
10973,0
11143,32000
28976,0
62937,15500
62391,3300
5539,0
4400,0
83239,0
26567,7000
2073,20000
63310,0
45410,0
35072,0
40592,0
40216,0
2344,1075
28507,0
60737,0
12580,150
64132,0
10960,5850
39005,5250
5879,7400
27238,0
65827,0
61880,75
44078,25
77151,200
47453,0
15710,50
70390,0
82033,0
90171,4300
45063,0
5975,10500
27798,0
49285,0
30626,0
28624,-650
24792,275
78260,275
72100,0
32349,0
85335,0
48333,0
73066,625
52127,800
39030,0
45062,0
15864,100
33241,0
39765,0
47031,150
72755,0
34985,25
81886,0
16068,0
30153,0
6781,75
79298,0
36136,0
40685,7250
33505,2150
65153,1500
20048,0
75416,2300
33807,0
44603,14525
38343,825
55906,0
5932,425
46053,0
44592,200
66442,10500
18965,525
22503,0
44549,0
76151,0
27813,875
27944,0
57551,0
1653,23750
21657,300
1684,25
18132,8500
32060,0
10214,50
87501,0
51235,200
40541,8200
8295,0
639,175
13179,0
3697,14025
56085,5250
88448,0
77895,0
47261,0
35794,0
44557,0
49219,225
25323,0
25544,0
8086,0
21232,0
6047,5400
10753,0
70835,-600
61173,0
39986,50
50519,0
11484,0
1881,0
51142,0
5045,0
21315,0
77097,0
69009,0
9233,1250
61043,50
47862,0
9628,0
64311,300
79837,2400
30297,105000
54653,0
75233,0
6312,200
60490,25
63579,0
42325,9500
49511,100
32275,20525
81589,475
36407,0
11737,0
78985,300
50400,0
37112,0
89429,0
13077,300
60505,0
13214,0
38813,0
50555,0
86487,0
86399,25
47745,0
36654,2700
30339,2500
83502,0
6628,0
49239,0
57347,23000
92179,50
66024,175
54777,775
68725,230000
81424,0
44425,75500
76424,0
39369,0
35257,200
16459,0
40467,150
80802,725
20001,3200
83475,0
69405,50
46423,26000
32771,0
42973,425
38447,50
84715,225
27410,0
623,25
14306,6300
2405,0
7214,0
43178,0
83902,0
22961,0
20259,25
69178,0
26874,0
68677,25
13184,2300
50997,3450
21348,0
4652,6300
81024,0
62231,2600
5571,75
69462,0
2676,0
9352,14000
14765,0
7806,0
78945,0
36313,0
12129,0
64466,0
7283,92500
6596,9500
53996,0
88445,0
1839,0
39828,0
59647,0
26040,0
17274,0
6929,127500
52987,66000
47339,1575
81518,225
34183,100
6130,0
317,50
6213,0
27700,175
76274,0
73541,0
2932,50
82571,0
28293,0
9189,0
79709,100
18466,0
80342,0
15199,225
35645,7250
34795,925
51364,0
11696,0
42324,23000
52723,0
18705,0
27678,0
8085,0
46071,0
53643,0
35553,0
18971,0
59065,0
81993,-1875
82117,650
86357,0
90839,46600
14701,0
40525,0
86619,0
29430,925
61337,0
21764,0
24828,4500
85860,0
4801,45000
16575,0
73014,0
32307,0
69520,0
60613,127000
72364,0
40527,2000
43656,0
65561,0
47450,52500
62529,50
32483,0
53936,50
30078,26475
647,350
76483,0
50974,0
64920,5725
64275,100
63912,0
91882,0
51640,0
13661,0
9105,0
66434,-8750
49160,4400
39884,125
48356,0
64687,7700
61320,1150
72426,0
9601,0
90314,350
20926,0
47605,0
34770,0
66527,36600
24343,0
9959,50
48211,0
57584,75
15151,5000
85782,0
64875,22000
20966,0
84872,0
75251,0
80369,0
948,1250
65387,0
56024,0
31238,0
67391,0
55917,0
50261,0
692,2200
46536,50
56121,87500
59089,75
64603,0
91574,0
14936,0
50580,0
47545,1075
36011,50
77214,0
37641,400
21853,0
31342,0
50197,0
9664,230050
32667,0
2001,0
19304,0
3379,0
30579,1475
43015,0
73379,175
53738,13500
70253,-1550
64202,10250
59505,800
35819,375
89089,125
43187,0
50599,0
62004,775
71739,0
29670,0
41308,75
11322,0
49988,0
56807,0
25751,0
79377,2000
44419,6900
60381,0
45854,0
37062,0
70557,0
4792,0
6179,0
44508,0
89959,0
42265,6100
11685,0
25990,0
72216,15500
71403,0
64940,0
69268,725
23859,0
16977,-6250
72046,200
22441,450
22795,85325
9790,0
91284,625
61594,70100
16288,9950
31961,2100
54478,0
18317,0
36976,3550
1456,0
13406,0
70077,0
19293,0
16014,0
71699,400
21957,8800
35870,0
27240,0
27382,0
55493,0
69654,23000
83981,3800
21676,0
71542,0
5131,0
92167,0
18294,0
58811,2500
50468,0
28488,0
9081,875
68054,75
2158,0
61793,0
85588,20900
14883,0
72236,0
46905,11000
85602,0
35483,2200
14888,0
31787,0
81711,0
74161,0
71100,275
7274,0
72583,0
20787,0
90835,400
92173,0
52444,0
16367,0
11410,40950
46443,0
51703,0
28937,0
2361,25
8666,0
10939,0
76677,21025
21955,0
55946,36050
66942,280050
67444,0
48740,5000
20404,475
83800,0
48901,0
36392,0
61858,3200
50292,525
16728,0
79784,3450
80683,0
80269,0
19715,0
50113,0
28331,0
58034,130000
36621,0
24151,0
4786,4200
22586,0
75441,0
81582,425
17009,25
87850,0
42360,0
23135,3650
87740,575
88779,0
28750,14375
61945,0
78623,0
63632,50
35088,25
66840,50
356,0
1828,50
71681,0
54969,300
38734,100
1419,0
71817,0
36210,100
58801,450
52454,2400
8260,0
33795,0
4323,0
28213,125
73575,100
39528,0
59033,0
63155,0
19735,0
87917,475
79887,0
29471,0
51769,0
2294,0
45136,5400
12524,8475
23360,1400
37362,250
43040,0
35454,-12000
36344,625
66401,150
44640,0
64555,0
74863,0
19810,0
35478,500
32890,0
52071,14100
73364,0
79897,0
84315,41000
52499,0
67499,0
12668,150
38745,0
38717,0
10789,0
90177,575
88342,0
12824,0
9769,1300
74327,0
52352,0
42758,0
81817,77000
45650,1400
58856,425
70040,0
69854,125
1568,50
82410,0
45019,0
74555,0
31828,0
6374,0
31229,1500
15927,23000
68023,0
37108,0
48873,5250
64944,650
2834,0
7209,0
31358,23025
29759,0
54407,0
48,0
43477,0
48042,0
82395,0
1401,750
47318,175
75671,0
39558,0
54476,19250
24483,0
77630,0
58798,50
35150,0
14606,100
45632,0
55736,200
64029,50
35667,0
52428,150
80722,4000
27565,3600
90498,0
90625,0
60823,0
19130,0
54640,0
56428,0
52532,250
63399,200
9372,0
89011,0
47143,0
18470,0
19084,0
44444,125
52863,0
15552,-1300
43854,0
6509,2125
61473,3750
80172,0
51105,340500
48761,11500
70627,350
65346,25
20266,425
11347,1400
26077,0
13733,0
27911,0
50037,19000
77623,2200
14792,325
28194,-100
22709,0
23493,0
65901,350
15613,0
38396,0
37139,75
65603,0
22561,0
88884,0
40557,0
78116,47500
48463,0
73571,0
89568,25
8474,50000
44117,25
19747,0
8901,0
55084,0
40806,0
19100,2225
86330,0
56782,0
47013,0
49732,0
14009,0
82710,0
35476,2500
50189,0
89794,0
63367,0
48164,0
38048,50
16880,0
56894,0
43944,0
73119,0
85271,4550
90694,0
35822,0
65648,2300
5706,0
43081,1250
55865,0
20398,0
33224,1700
54975,0
36926,0
18037,24000
65462,18900
82836,0
53827,0
36408,0
10064,0
89307,0
81720,0
30237,-300
32985,0
4591,0
88311,0
55824,0
82074,1300
4626,0
69019,525
68305,50
67769,25
36887,0
11805,0
57718,0
3294,0
12283,0
35191,1600
51965,0
28212,150
76618,25
53616,152500
17510,175
28957,81000
90623,0
18757,375
73280,675
46885,0
67377,575
52423,0
4003,1850
29492,0
60103,0
42153,6500
41657,17000
77369,250
17478,25
60899,0
51695,0
71713,0
33189,0
8727,0
28307,975
15567,150
34783,7600
71761,125
26257,0
6368,0
75167,0
15024,400
41828,0
70851,0
42830,0
80873,0
87225,25
23096,40000
10849,42000
63968,0
1174,0
28237,0
46978,0
26892,9700
63282,0
35252,0
83276,0
84129,0
32277,0
37502,0
74153,300
64630,0
21300,0
58687,3700
38967,0
6614,23925
1861,16325
25678,0
80680,75
53468,0
39580,0
68359,650
87887,275
3879,0
67309,0
41806,0
19588,0
44585,0
73725,0
1085,1250
45770,0
1900,0
41229,0
68466,0
44235,225
48345,0
82945,-9500
37981,0
12947,0
72688,0
14839,0
44231,0
27308,7500
29126,275
37908,100000
92133,0
67440,0
32045,0
84934,0
56415,0
33982,3300
34341,0
24519,0
82609,33000
52558,340000
31777,4100
57197,200
60184,0
70679,0
42183,0
28972,9100
82977,0
6891,2900
36494,0
16821,0
89456,105000
5140,0
47100,0
73188,375
64145,0
7796,0
83097,16500
313,0
72671,0
92158,4600
8279,0
52563,375
17659,175
91884,275
77462,0
38029,600
68821,0
92251,0
11825,-3850
80279,0
5252,0
21753,0
56345,0
38188,50
79717,0
15715,0
48398,0
34593,0
58904,6500
75977,0
48450,0
20711,975
57952,0
74292,0
64203,55750
54736,525
17483,4300
7297,50
73940,0
56487,0
74756,1450
62682,87550
10205,2500
37386,900
69858,0
68527,0
29068,0
2758,0
41421,175
7075,72000
44667,0
30740,0
63746,2300
83812,0
16210,925
48099,0
83299,75
56647,25
63698,75
86703,0
63542,0
50249,0
34368,2800
48520,675
40489,0
77234,325
81526,16000
18463,0
56893,0
33642,0
55669,0
51227,0
36881,2000
23225,0
50420,0
28764,125
61149,25
50097,0
88457,0
40191,12000
44082,0
16092,0
27636,8500
44022,0
81325,0
91488,25
19979,0
50548,875
44421,-4500
64261,25000
40428,6075
52451,0
6089,0
51629,0
53364,0
56563,0
38630,0
78904,0
15636,0
89012,0
65157,850
64521,10700
47814,0
52597,6850
46440,0
51015,0
61476,1275
84053,2450
12862,4700
19926,825
21403,50
57668,2200
80533,0
82042,0
19589,0
62755,0
48037,0
30963,225
50226,0
69999,0
49105,-8750
41198,0
60057,0
17225,575
77760,0
22616,0
21803,0
29490,1050
32381,975
36840,1325
60632,0
27512,47000
68240,0
57207,0
38324,11200
64572,26000
13450,0
92260,725
77492,0
23093,0
77656,0
63623,0
71566,0
22745,275
51597,0
14133,0
18928,400
65080,50
85823,0
61695,0
54940,0
2210,-6750
81727,0
89451,425
40555,850
47204,75
86604,0
14265,-2100
62560,17000
23061,200
42768,14000
39425,0
54454,0
66336,125
64405,2800
45,0
10313,25
2394,125
65698,7250
1737,0
14152,0
65779,0
90765,0
6695,8900
43597,0
64415,0
18017,25
31571,0
81945,0
52542,0
38473,0
15634,0
28984,0
37637,50
36955,0
1313,0
78361,125
41536,0
39287,0
53450,0
23956,0
35223,200
67211,325
41122,0
78640,0
81151,0
77239,0
5728,5500
26463,875
14558,0
46242,0
60615,127000
15578,100
68139,0
58685,50
50014,0
87529,0
71647,450
45071,0
31524,300000
38748,25
74629,0
49974,300
85385,0
90697,4900
69837,0
4933,0
76612,5300
90361,525
39246,0
49398,0
58115,225
16326,0
54965,0
62786,0
84140,0
54182,34500
15687,0
49335,0
19679,3125
60926,0
40535,50
74362,0
54131,0
52473,9700
72766,150
66611,0
33786,350
25681,-1925
31842,0
51472,325
86775,0
5482,0
23102,10550
37313,200
59523,72000
55134,0
83065,0
23976,0
36265,0
7407,825
76982,4700
88119,0
85682,0
39233,110000
63751,275
13468,7475
51920,0
31166,0
53596,0
87881,525
20099,0
20308,0
44516,0
58129,0
35566,19500
63470,0
46888,0
47885,50000
21933,50
89958,250
6620,10500
75789,0
35079,0
186,0
19630,50
13759,0
55809,0
49421,100
81445,0
80875,0
65256,0
87401,100
31693,50
57845,0
51160,0
60745,0
82481,850
47418,53000
83267,0
88109,0
83193,1900
52472,9700
33690,310000
32635,0
24457,0
86552,0
51236,0
27754,2000
72492,0
56199,0
70953,0
11055,0
20272,0
70241,0
44655,0
41239,0
23085,0
18183,30400
13399,139300
71397,2800
32924,475
29919,49000
76166,50
85186,0
2309,0
68118,0
31672,0
23279,375
41464,7500
72300,0
79591,0
48719,0
52685,0
72186,0
15139,32000
65092,0
9364,0
48795,50
50621,25
16095,0
25652,0
31911,400
23332,3300
36647,25
52808,225
36270,17000
17638,100
39329,0
82768,0
23668,0
37933,275
66340,0
53815,0
41624,0
65149,0
40104,0
91158,0
47788,0
18720,3675
1068,14500
44068,225
57648,0
60720,775
35299,0
36425,625
62941,0
43313,325
3376,0
50860,0
49431,2500
85727,0
43418,350
17146,-25
42063,0
62282,8100
4194,875
3354,0
84338,0
39426,5875
74861,0
29032,0
68072,0
62928,0
5395,50
4148,50
1371,0
26360,1325
85470,175
43644,0
7022,0
13227,0
76416,3600
70964,2100
40350,0
13803,4400
18283,75
72964,2150
3828,480000
12686,0
91343,0
48424,0
53221,0
80379,55000
7074,72000
71936,350
80815,675
22539,0
5805,350
8349,0
47722,0
45805,0
61602,0
66165,50
82986,575
30471,0
54242,375
69436,0
26823,175
4353,0
73248,0
47648,0
76250,0
49841,1575
48212,0
55145,350
7206,0
1232,0
28220,0
71716,0
14945,0
80461,1050
17597,175
83581,194500
74141,0
16856,0
7663,50
85629,-2200
55991,7750
13128,1000
56984,0
52999,0
4404,350
54513,175
28132,1150
47574,0
89250,10250
62307,475
69773,7000
65281,0
31662,0
1851,50
89570,0
2177,2650
74792,475
14693,0
3973,50
966,0
84253,425
25279,275
44772,0
53798,0
83608,0
1937,0
48078,13250
53760,0
44212,0
34764,50
89532,0
78108,-10000
20551,250
43170,25
64633,75
2451,0
67532,0
92174,450
69,0
16711,1075
91711,775
47705,4775
10567,500
51709,0
12511,0
78864,0
2434,0
72274,275
14035,80000
53829,0
86126,0
87258,0
38647,25
38459,225
57169,125
22198,25
16034,50
59159,0
62846,7750
41434,100
92079,0
40634,-3100
265,25
65797,25
11222,0
50622,25
31414,0
14794,-2650
88114,0
49638,125
63173,0
43819,0
39501,16500
11617,3150
34997,0
29450,10025
71794,0
78993,0
282,9350
28774,0
19464,0
3774,650
63529,0
55077,0
59421,0
44971,0
34788,0
79642,0
7271,0
16126,75
71219,0
53122,0
64087,0
2069,3750
80952,0
25460,0
10149,0
26498,50
5043,3700
10406,0
29769,0
6212,225
63611,0
64351,50
49968,0
41428,0
8005,4200
83591,25
76254,0
58412,400
72546,0
25086,0
66294,0
44723,0
14184,0
79714,50
53396,0
25008,0
42635,0
43317,1200
40628,36000
3600,675
90371,9550
63667,0
89634,0
37929,275
55033,175
68571,0
23898,25
60110,100
22125,0
25076,0
41259,0
54559,0
28,0
22683,0
90266,1350
81671,0
89248,0
45491,0
18735,0
22126,0
32663,0
6597,9500
15988,25
54749,0
86085,325
29597,0
83699,0
4487,2000
85494,96000
65816,0
59632,0
76087,50
4816,125
24027,0
37498,31500
92222,25
84675,21325
42679,250
51259,125
66731,0
27376,0
40548,0
75683,25
80525,75
85770,225
10375,0
82157,0
59980,0
50247,800
75340,0
92044,0
49666,46000
34366,0
55539,0
12480,0
17476,750
51127,0
66458,0
12142,0
23371,0
85614,175
88510,2500
9158,0
87821,0
2340,4000
41717,0
1352,-3200
37041,50
87579,1050
16096,0
82532,0
46728,0
5120,0
34466,0
38912,0
21901,0
14851,0
15938,0
48608,0
19918,0
50244,525
92290,0
90219,3400
87182,0
8556,75
8179,0
52498,0
36060,0
29022,50
41802,0
78805,25
7930,25
6008,1950
81323,42000
55408,100
71232,1600
77414,0
21647,0
21157,0
75310,0
38675,0
72673,1200
1567,50
79160,-2000
11622,3500
13538,0
17513,30000
48621,0
31328,0
41615,13275
45978,200
36058,0
58176,150
58457,100
11321,0
41495,75
41593,5750
38545,0
38955,0
78238,0
63647,50
91191,0
31953,25
57991,0
64763,0
90479,8750
74033,7750
83975,0
79473,75
27295,0
39079,0
89651,18000
11204,0
62149,0
40382,2075
37379,0
19398,0
77798,4700
54205,0
52719,5900
90437,0
10407,0
63100,150
63655,0
78923,0
69022,0
44551,1900
35689,5250
70016,275
22451,0
37170,0
17955,0
43460,17000
91547,0
75477,27000
70517,425
66661,0
77764,0
3723,50
18115,0
48500,0
16790,425
40454,0
89068,87000
85023,25
49259,0
59122,3400
15437,0
81829,175
31841,0
15010,0
1463,0
59169,0
14604,0
13223,575
9485,2250
82822,550
73089,50
19826,0
24026,550
79677,5750
15084,875
51367,2400
44123,0
89044,0
27055,650
83123,0
3588,550
33711,350
48053,0
6283,0
29029,250
64915,0
75930,1375
10400,175
3080,0
76792,0
80634,18050
77847,0
51847,250
14239,50
64568,0
32386,0
63050,0
4237,100
7741,-50
51097,0
64112,0
44371,78000
41979,261000
18850,0
51350,0
65076,0
43697,0
66129,0
32704,0
88181,2800
26824,175
44946,0
42800,3400
20860,0
35406,58000
74186,375
