,EFINVA
50316,25
72552,11400
78895,2500
37980,0
44108,0
58698,0
42764,0
24642,44000
69978,0
38433,8400
70881,0
67388,0
2489,2825
38683,0
84123,50
30069,0
68345,0
11072,0
8463,0
63466,775
64563,0
90950,0
50488,0
46886,0
61494,0
84165,0
46183,0
10317,0
29585,0
24020,0
61349,200
44629,0
67172,181000
20590,0
78558,525
49789,11050
1694,50
10798,0
73505,0
76110,675
81746,0
35766,0
3757,100
15881,600
45918,1650
79665,0
59574,127500
82681,0
5714,350
53769,0
33114,0
27027,0
33956,0
12902,0
73369,25
56000,15000
54827,50
20608,0
11880,6800
72261,0
54475,19250
7964,40000
14857,75
46061,0
51523,0
67587,0
84560,0
30911,0
81796,0
73943,0
86683,43000
41291,0
8174,0
75921,0
22964,0
47356,95000
41336,0
78753,0
17723,6000
9576,0
75360,25000
76804,50
14469,325
5260,0
47601,50
64092,0
12026,0
79073,2750
13792,0
85372,6175
9667,6000
45546,0
15405,600
13535,0
72929,24500
20218,0
58002,0
91936,0
31040,0
49332,4325
20110,0
1353,-3200
20106,0
80068,0
5799,0
89970,0
91899,0
37679,100
23364,75
42388,0
69565,0
67301,0
40722,0
69242,0
80348,0
4314,0
35865,800
40829,0
35587,0
48474,0
18822,14050
73398,4800
85827,0
72198,105000
56887,0
43558,0
76061,0
45101,0
24884,0
11600,0
24033,525
35961,88500
16103,0
64115,0
44138,0
88878,-4600
15131,350
2103,0
29974,0
30459,30000
14074,0
85088,400
38888,0
14870,67675
85217,25
4428,0
27664,0
29629,25
2927,50
20837,625
59627,0
63995,0
71632,350
59797,0
30864,0
49932,525
4457,7825
14301,0
22212,0
166,0
2012,450
28314,0
83367,0
7202,0
59156,0
54219,50
5766,275
15216,0
80484,25
53576,0
28778,0
55143,0
19081,-325
67400,0
56917,62675
25965,975
90408,0
38278,2400
42133,6550
65962,2600
7018,0
68140,0
16874,25
2947,0
58316,2400
3584,0
61640,0
57299,375
8394,700
50265,0
34109,0
73905,0
76044,0
82970,0
17717,0
6606,0
30523,0
38669,0
18150,0
13612,0
86282,11250
70683,3300
14694,1900
47649,0
73858,0
64347,0
79781,2850
54998,0
16959,0
63508,0
8165,7050
21379,-6000
88460,3000
13047,0
8876,22000
90847,73375
6271,0
32626,0
89713,0
45352,0
15883,3300
36288,0
76543,0
34581,0
35698,0
72256,0
9166,5900
56707,0
73225,0
12559,0
24131,0
76113,450
52848,0
14959,0
672,0
11792,825
26683,4550
68650,0
48877,0
92029,0
67582,0
43529,11000
33367,-2200
80027,175
55041,0
27067,10800
75184,50
35691,0
56473,0
90320,1275
87801,5600
63484,0
88680,0
5911,0
59350,0
12807,0
35936,25
88322,0
57425,25
58532,0
1835,175
39902,0
49268,23350
18057,3900
53512,0
17836,5675
26418,23000
49779,0
70690,0
12738,0
17894,3900
91311,0
62647,0
4038,0
74669,1125
40659,0
31252,0
26487,0
9395,45000
57727,0
6826,0
872,3875
4020,0
10770,0
56842,35500
14241,0
28457,0
83620,0
9278,500
25497,0
68911,0
36810,5250
81934,0
74363,0
85144,0
14607,100
15911,0
65782,0
90646,0
70757,0
6233,50
68219,0
90062,0
71918,39000
19487,4100
34353,275
38970,0
12921,0
38904,0
67756,175
216,75
75177,50
89955,0
48600,-13500
37493,0
24962,0
8023,0
25577,25
45438,0
19413,0
28350,625
82028,0
47822,25
557,25
6527,50
11610,0
17980,0
79082,1025
29554,112100
79906,0
24631,0
63985,0
24879,1025
26385,0
78046,0
35546,0
90612,0
58863,375
45718,0
41306,0
11381,1500
48934,0
19838,0
79467,3600
24110,0
3943,0
104,0
84613,125
88039,0
61913,1050
58602,25
12764,0
17508,0
40063,53000
67028,0
38266,10750
53884,0
11695,0
48010,875
4684,0
87295,325
83017,1550
5977,0
16116,0
43397,1200
85902,50
45737,0
40176,150
52776,0
50344,0
75656,0
61002,75
78220,0
7858,73000
37192,2250
69227,1525
16039,0
81923,0
74556,2100
48909,100
81301,75
38229,0
22300,3450
43802,50
88541,0
7583,225
19614,0
8795,20000
68132,39000
34515,50
44654,0
26490,8750
4380,0
8061,0
76223,0
15952,0
48527,0
32651,0
26518,0
74966,800
30051,0
75512,50
71917,39000
80739,50
15147,225
32816,0
17526,75
46317,0
55535,0
20873,0
7081,100
80971,0
77485,0
22349,25
23009,0
91067,0
5442,5200
30317,575
10420,-5750
57579,0
72904,120000
82537,0
26099,12500
68642,125
79449,0
43490,0
11810,0
35016,0
38556,225
13899,0
46727,0
38692,3400
24761,0
12458,5575
26784,150000
15066,42000
25329,0
12537,0
70722,0
76359,0
27584,275
2547,200
7704,0
90105,0
27245,50
86093,0
92092,1275
53082,0
18372,0
62929,0
51200,75
32971,1325
73414,0
65357,1850
68780,900
68950,400
39380,0
16720,0
5949,0
58542,-1200
19343,0
32437,250
38882,0
19115,50
63452,0
27976,0
42293,0
28085,400
50046,575
15751,0
24229,0
85982,300
10442,0
25644,75
77215,0
34128,0
70610,0
44499,0
61065,50
13379,50
72869,3100
79724,0
31223,500
43812,77000
76983,4700
73594,50
91023,1100
51282,0
65971,0
26760,0
1703,36800
15615,42700
23794,4025
10679,0
45039,50
24463,16100
6396,0
7612,0
11240,0
13810,0
66679,0
37256,5900
23247,6800
72982,0
63838,0
8460,0
19576,25
37626,120000
74448,75
46568,0
52354,725
80732,0
18263,0
79960,0
61356,0
82139,-3300
44797,29300
68236,1300
72737,0
12208,0
32098,0
12115,0
36170,100
91474,0
1728,1300
83158,100
18566,-10500
46940,925
89715,7000
46435,6400
58789,0
76240,0
84583,0
3289,0
31075,27225
85914,0
76518,600
84240,0
57623,0
51509,0
34986,136550
17204,175
18668,0
57914,50
72414,0
66663,625
35745,0
91192,0
51124,0
33629,200
1550,0
53701,0
85815,0
25454,0
66824,25
18475,6750
56394,100
10943,0
31506,0
51633,150
10523,65000
52688,23000
38476,575
77276,75
67804,5800
58989,0
31237,0
88720,125
23633,0
4245,0
91912,7525
47700,0
17194,0
26091,1600
38536,0
34012,325
71489,5000
54601,0
15290,34000
584,925
74258,0
90222,0
64140,0
22907,100
40912,725
86571,0
12226,0
55086,0
15604,0
22234,0
84284,200
76658,0
57373,19500
35938,25
17579,50
32892,0
13213,0
46274,4000
83130,0
9821,0
55874,25
32878,0
71707,125
40401,0
89484,0
74140,0
4315,0
29136,0
77275,75
68750,0
75647,5025
2502,0
19256,1750
37794,0
2856,0
70724,0
37271,0
17276,525
59262,49000
60626,0
3860,29025
88778,0
34296,0
30104,675
50025,1350
88036,0
28590,0
51496,0
12065,0
15602,2600
53720,1775
90795,0
87799,0
38208,14000
72230,3225
14546,75
59136,650
27683,0
87372,0
2338,575
22800,0
14960,0
79057,0
50741,0
73381,2900
92080,0
38362,0
65492,325
72284,0
35234,25
75900,0
68133,39000
83122,0
70046,7750
83331,0
75449,25200
64447,0
69321,0
77787,650
36059,0
55343,0
12220,0
72858,4800
2369,0
63307,75
34639,1350
39778,300
43540,0
14216,0
47827,0
27298,1900
58735,10550
91530,0
5860,0
10977,0
9129,0
84150,0
3426,15750
39247,0
20878,0
42595,0
19672,0
57170,625
73402,0
25969,0
71742,4125
21303,23000
28900,3725
21267,0
38264,50
16839,0
18467,50
89145,15500
64961,600
92064,0
54114,0
422,1000
25580,0
1752,0
27187,1225
11699,1575
78786,25500
46836,0
56905,425
20436,0
3905,0
81368,18000
25877,9800
15693,100
59720,725
53517,0
39606,0
43762,14500
88123,0
85587,20900
47392,0
74937,0
75674,-1050
42234,0
15815,-31500
81427,0
74020,475
82471,0
84121,5500
59493,0
77028,125
52566,0
35956,0
89209,0
60365,25
9137,725
48122,0
29534,0
67864,175
39975,275
83337,550
47857,-4300
13373,0
87448,0
1136,2300
38030,0
81532,0
90024,9750
64414,0
32027,0
36076,150
59600,0
44443,0
78726,800000
70314,45000
29911,0
69264,0
34227,5200
44201,0
91953,0
91867,0
24681,0
82504,0
57587,0
12463,0
27208,60000
32003,0
76296,0
10865,0
75639,0
25384,0
23339,0
13515,0
49985,3200
3623,0
72083,0
75898,4700
75928,-6400
26019,0
54458,0
66502,0
8410,225
63165,0
25261,100
39622,0
47134,0
63747,2300
35071,500
12781,0
50427,50
66523,0
70108,0
11064,0
5264,0
30728,6250
21007,0
48368,50
52356,-14700
7635,0
80550,2450
41986,0
79659,3700
31303,275
65404,0
59635,0
77102,0
44127,0
81679,0
21629,3200
46929,2150
91509,0
45495,23000
70613,0
26563,4000
48729,50
54097,0
8193,275000
16873,25
8656,0
89664,9550
14492,0
50368,5250
73501,-11500
29665,0
90699,4900
36664,2700
44274,0
12887,7500
80944,100000
83917,0
55511,0
9748,0
81892,0
17702,0
61098,0
4120,0
61435,0
18963,0
54687,0
608,0
63245,75
83548,0
3477,0
91256,7250
18374,0
49371,0
56293,0
49010,0
13087,5525
91225,4275
90526,475
70773,150
19706,4900
27132,0
75361,25000
2591,0
67148,0
23207,0
60946,0
80437,75
36319,0
66174,0
90214,90500
19861,25
56023,0
39859,0
80391,0
33970,500
42875,0
84947,4600
79147,0
34688,575
13174,0
51480,25
52829,0
49173,0
42715,0
69613,0
34900,125
85201,0
36734,275
30785,0
46454,0
18977,0
37052,0
35229,0
82380,175
31712,25
11585,0
50106,0
38410,0
27062,0
57478,7250
40457,7550
7423,0
27783,0
23478,14250
16879,350
25522,0
28466,0
61631,0
85835,15500
26408,0
31867,0
67863,175
3338,0
85998,525
82075,1300
10273,0
17488,25
62580,100
74544,29000
13032,0
3062,0
71240,3050
83310,0
20678,50000
6665,50
6735,0
36295,0
35043,0
67001,0
53613,25
50645,325
89450,4100
9320,0
38190,5250
75013,0
23491,0
25669,0
90575,0
53975,0
7211,1100
73384,625
52134,0
76318,0
73083,175
59471,0
7308,0
53081,0
83616,0
58133,0
52777,0
64185,25025
9682,0
61707,0
67542,0
10507,25
78338,0
24865,3800
9409,0
71026,0
81271,1150
20368,0
17065,0
28524,625
60392,175
79821,0
73368,1050
69142,4400
44879,1500
41184,6250
6582,0
10441,10500
43116,200
21115,1000
33133,0
36516,4450
18027,0
41471,375
1100,0
32746,50
75986,0
51519,82500
4985,0
12066,0
55107,0
85625,5800
11542,0
46153,0
30543,10500
7077,0
86740,1375
5597,0
85639,0
90089,0
66915,0
78411,800
10389,24000
81866,50
79285,0
25766,0
29152,0
63512,0
31605,2425
18697,0
78142,250
54981,0
6789,0
43970,1500
33535,0
81133,0
46959,100000
15372,92500
50991,0
88786,-4550
71456,0
68591,200
36998,0
24196,0
18446,0
88110,4750
37553,77500
72359,100
64553,0
25741,625
46322,0
8547,12975
40559,2600
78298,50
12210,0
91481,1150
8924,0
68659,32000
76520,0
76408,100
11541,0
55955,0
88957,2100
65674,0
52661,6000
70800,25
44944,600
17290,27175
41178,0
26158,50
90673,250
61438,125
1725,4800
89417,9000
54707,125
23408,0
2781,0
90798,0
27300,1900
54057,250
19753,25
13736,21500
50477,25
48399,0
19041,80000
18048,6500
59384,825
40472,-800
69570,0
85842,0
60685,0
43106,25
12788,0
27356,125
80141,575
12390,3200
51612,0
74898,9100
50210,0
4576,4800
9411,25
64930,0
67183,0
58261,1900
10513,0
86973,0
11166,0
6228,0
11836,2875
58595,0
4812,0
89525,250
89126,0
72568,100
4654,450
74247,50
60643,0
52331,50
79470,425
51929,0
19251,0
90739,0
43321,0
46758,0
19657,550
58800,2800
36707,0
53859,0
47307,0
82341,950
45413,1500
16360,0
82598,0
20791,0
7467,0
40471,0
84478,0
83836,525
44758,0
11584,0
3418,1550
7813,150
51430,0
70223,0
88821,0
49688,75
77480,19250
6830,0
55833,0
51515,63000
23823,15000
68416,-11500
9538,0
28365,0
58347,0
73939,5300
41342,75
64243,19200
45090,47000
1159,525
63602,0
20328,200
45596,0
11224,0
71450,0
74521,0
17007,0
68620,0
12516,350
18256,0
8782,0
87954,0
69402,18750
67548,1000
87688,1450
21139,975
84480,0
25357,0
83622,875
22143,0
54021,5300
89995,0
15649,225
86114,3750
34401,0
73764,0
46870,0
6625,550
67921,675
21287,0
64817,0
32887,0
73778,100
85019,0
21323,8300
44015,0
6205,0
63781,0
61152,675
901,3700
25411,0
68759,-18750
85337,19400
75563,375
60444,0
45041,75
74501,5400
32941,0
83560,0
73675,50
66834,0
10013,375
91393,84000
66647,9900
513,0
20435,0
3007,0
75480,1625
65484,0
12992,1250
25565,2450
25906,0
59220,325
22263,250
72781,25
19792,13500
14621,0
33947,0
36611,0
29129,0
64794,50
1359,825
50144,0
7867,0
54002,100
58987,52000
28685,125
41110,125
76453,650
57911,0
29566,0
78001,0
50777,0
6780,75
27737,0
41262,0
41916,8050
50417,3625
72903,120000
88794,300
69782,325
71978,2600
39125,52500
10663,0
50171,0
10451,1850
67201,0
41980,261000
26890,0
48700,750
17718,0
36896,650
71068,0
43193,0
562,0
54694,0
52541,0
11724,0
16430,25
60038,0
579,0
1955,0
80010,0
24543,0
16582,50
23082,0
47412,150
46446,275
73981,0
12749,0
28101,19600
88515,0
8691,0
4143,1300
81776,6900
80560,0
77782,25
25314,0
24672,9500
72488,500
81059,0
22672,800
55209,105050
17818,32500
23512,0
31610,0
32202,0
28919,0
56356,50
80335,4850
47510,0
24882,0
16852,0
6073,0
74115,0
58103,0
32479,0
90617,5975
75260,0
90228,59000
85605,750
82674,0
32079,0
57297,250
23862,75
6458,0
18840,25000
3690,0
33932,26000
81504,0
73458,600
86884,8400
1280,3400
84606,0
92071,0
11107,0
68310,0
56614,0
37335,0
11059,28000
15651,11500
21188,0
17827,25
31218,450
32998,0
38062,25
63005,0
39116,1500
81852,0
36506,25
35629,-2750
73611,0
20831,5875
12479,0
30374,15500
76580,0
11562,0
65864,0
2687,115025
5741,0
54952,0
2188,0
39751,0
82352,25
25102,5750
36415,0
34913,9750
51698,175
15746,0
80154,0
66421,-350
10882,0
2855,25
6773,0
7061,0
28402,0
32506,29350
75428,0
3553,0
34645,0
17017,225000
6512,0
38268,10750
5762,0
15720,0
10721,4300
67127,8025
19002,0
83695,0
75106,0
68330,19300
92235,0
31972,0
70957,800
11944,0
50204,0
61857,0
81479,25
65843,0
44269,0
62530,0
12261,400
92081,0
51456,0
47466,0
4744,0
20741,350
22604,0
75191,3600
15146,225
33667,0
71177,9500
50007,0
151,0
72811,0
34751,0
77733,1125
40936,0
56549,0
16375,0
21717,0
7900,0
29039,100
27770,0
48943,0
146,0
1522,0
24477,0
75993,500
59556,16500
25283,0
27837,225
20515,38200
13807,0
63925,0
25864,0
85963,0
1445,0
3003,275
90229,0
67136,550
67423,15500
30532,0
76486,0
30763,0
89005,900
19492,0
14793,325
68572,0
38080,0
75965,50
29738,0
77552,-6125
82441,0
72477,650
48416,0
18190,3800
22069,0
30305,0
12421,375
52157,0
70175,0
23039,1300
78828,0
9920,0
3815,0
52282,0
56286,0
62614,450
55426,0
54109,0
68204,1375
78025,0
32303,0
18430,0
81232,145050
81789,0
71062,200
141,0
87064,3700
31351,7700
31995,0
49957,0
15870,850
78419,0
27115,0
50651,25
89157,350
33291,0
38230,0
33365,25
63739,20750
38940,0
68314,0
16882,200
88908,0
91905,0
73001,125
91289,0
15452,0
52667,22000
10412,0
76703,0
36215,8000
39029,0
41113,0
74741,1750
8913,0
11670,50
56144,3000
361,175
28131,200
14164,0
58937,0
66746,0
43076,0
80658,1775
90838,46600
16548,25
11574,0
52182,0
64137,500
2070,3750
89764,11000
90815,0
81385,0
68806,3100
35795,62500
78212,0
62037,0
62627,0
24331,0
43102,0
60311,5075
20151,50
15719,4700
5620,75
37227,0
91760,325
89093,53300
62520,4300
16037,0
9528,12000
41074,0
55688,0
10781,0
48987,0
47820,0
76923,0
32146,0
46152,0
44439,25
3314,0
22805,0
63505,0
45409,0
90901,0
20739,54000
83630,0
9653,125
27544,0
467,0
10785,0
59,0
47247,48200
19432,0
50677,100
31901,0
51041,25
42874,0
48332,575
40670,0
18482,400
63964,0
63549,0
53278,75
68002,75
82386,150
65998,325
2936,0
70096,75
52510,0
90435,0
54841,225
17684,0
47486,0
7101,0
77744,0
18632,0
79487,25
64325,0
86263,1100
40871,200
81878,0
73399,1075
17461,0
27161,75
92083,0
61169,475
64520,10700
43113,0
17244,50
6602,2275
57552,0
11277,0
10169,0
49313,0
39386,0
14317,0
1807,0
42115,0
54390,0
62884,39000
12276,0
17456,0
42488,8250
37504,0
21921,0
33447,100
87949,0
47523,0
42664,0
86112,0
69435,0
69114,0
58319,0
85025,0
41119,1600
14130,33750
15078,0
89800,50
68381,31200
78367,0
90780,0
36396,0
81412,2600
4035,0
30174,0
17911,250
9286,0
6094,0
35723,-2000
33431,0
65822,0
38021,0
61768,0
18999,0
14500,2200
209,0
25734,0
91316,0
1151,0
60215,4500
60780,0
60069,0
64217,-4200
58767,0
25803,0
16942,3550
88192,50
71962,0
91081,850
6738,50
62215,0
17382,225
38394,5900
43890,225
89860,0
31253,0
18359,25
36723,75
34952,0
3891,0
89130,0
88776,1675
64041,0
69119,0
88587,0
25219,0
91756,0
39877,18550
68167,30200
54700,0
82123,0
7681,0
21190,0
22385,0
65801,950
91159,0
80352,0
25563,2450
74903,0
4950,0
41634,0
63671,0
72020,1800
81690,21750
32216,400
69351,0
45046,0
26768,0
74228,50
24479,0
38175,0
12963,13150
35276,100
77749,0
6189,0
65247,31000
50489,16200
53593,125
66576,6000
22394,0
34899,125
18012,375
28527,8025
83297,0
46093,200
76831,0
78678,50
25137,650
49097,0
68287,0
45084,0
61250,0
74490,0
89686,50
61917,2000
28170,50
25853,2150
47506,100
16451,275
50652,100
29814,0
69539,0
26651,170000
57568,0
89375,12500
2467,210000
81908,975
38663,0
18489,0
51590,0
54361,2600
62140,0
36243,0
20231,500
64015,600
15930,2700
15460,0
34818,0
77119,0
58281,0
82122,16075
57,0
18366,0
62119,0
642,0
90537,0
82870,0
24267,3100
68165,0
15585,0
12494,0
29663,25
39695,225
61907,0
55635,6750
87942,0
50353,0
7388,25
64667,0
34953,0
17212,650
5731,1350
62902,10450
50469,0
3305,0
12054,0
6330,0
6683,0
86028,9950
89269,50
83772,0
12436,0
53130,1850
83132,5000
80553,100
54065,0
92137,7250
77729,0
43279,0
53350,0
61887,200
30623,0
37867,0
29249,0
15196,0
50132,6850
67787,5000
58060,0
83559,0
54900,0
41412,50
82487,1250
33770,0
15775,500
79027,1300
77307,600
26886,0
58680,0
36264,275
25003,0
68449,0
50857,43025
6533,0
48926,0
80272,50
21246,3300
10763,0
39924,0
26944,4200
67360,50
89689,0
37958,0
4902,0
28407,0
81082,0
29473,0
67869,0
4509,0
77131,14500
18623,0
44514,0
21328,3000
79566,0
31875,0
42694,0
66403,0
91976,650
50874,200
27616,125
6031,0
69524,0
44708,0
80859,0
85270,4550
13157,115250
58429,75000
40946,0
49721,0
70186,0
76302,0
36593,5300
20650,2300
37137,0
73456,25
75859,5750
89367,725
27764,7450
30689,33500
50298,100
1833,300
31323,0
21990,50
31406,0
29805,0
8694,0
73159,0
21536,0
48157,0
89167,0
51767,18000
71587,800
77532,475
2243,2000
45191,0
69376,0
7950,22575
90804,0
79750,0
55423,21500
66960,-14000
78825,0
16883,200
63867,325
31473,3600
91034,0
2721,0
66296,0
15304,1050
60853,0
70941,2175
72704,0
59119,0
39906,0
51682,0
29464,0
37471,5100
7029,0
8,0
36747,450
65585,31000
17160,275
40620,0
12039,0
15499,0
34100,9250
66200,0
63776,0
46489,0
25593,0
22274,0
58353,975
28969,0
55130,0
54450,0
67597,0
33131,0
36464,50
66763,2800
66696,0
39150,0
88714,2025
46548,150
73435,0
15042,1950
22507,26000
89551,-6000
28267,50
75203,1650
34814,5100
32803,0
84251,0
54073,0
55855,650
69265,0
46301,100
76237,25
39530,0
75889,2900
27210,0
91966,0
62877,50
91909,0
85830,7500
11845,0
61136,25
73586,0
6881,0
2967,50
49218,225
43097,25
89971,0
61492,350
34261,0
49775,10000
1695,50
49444,0
66818,0
32054,0
47187,0
86519,7300
61379,13000
83188,150
37201,52500
36923,275
5873,0
8729,75
30427,1100
13523,19250
4153,0
20572,0
90280,-2200
21642,0
30319,0
57548,0
6522,0
70540,0
25973,16500
61965,0
65355,125000
3571,0
86859,-2400
48409,38600
70418,0
48011,0
53104,0
13005,0
71712,0
31093,325
29936,0
74132,1350
43478,0
23343,0
43025,0
61034,0
22775,0
28533,0
7747,0
75856,475
18436,150
75427,0
24273,0
59360,14125
34742,9900
50747,0
10398,0
90009,0
53253,100
68611,0
26340,0
41887,0
17770,0
72456,0
71916,0
4793,0
88733,0
27639,0
52205,0
48836,6000
58205,675
48734,100
6305,0
48754,61000
73531,25
89071,0
83962,195475
37595,0
6922,575
11769,0
35911,0
84677,0
47964,0
38144,0
91469,0
88064,0
50838,1100
33118,0
21490,0
52509,0
40792,0
73848,25
77876,0
20192,3100
5840,800
74710,0
71744,3900
22681,0
29905,25
33552,50
4647,0
49778,0
9552,925
57869,0
77643,50
39782,-5000
69968,9100
19964,0
27538,0
32368,0
27145,0
15867,3875
36006,55000
58954,0
5453,6700
79254,0
85202,47000
90377,450
91183,250
62509,0
86202,325
56852,0
71664,0
67466,0
28661,0
13931,-700
6199,450
78049,275
57447,0
75482,50
65590,1250
67169,3700
24305,0
68790,0
66968,0
6044,250
72113,0
85488,0
2279,0
4813,0
58691,0
55676,0
47974,0
51916,0
85382,0
75616,0
7662,50
84805,0
79387,0
10060,650
86439,0
62325,0
65828,0
19178,1600
15082,0
43530,0
88058,175
29988,0
36772,0
33335,525
67750,0
50918,0
81121,0
50957,1500
11894,0
69471,0
7389,25
68016,-1050
51737,0
43421,0
19622,175
81333,0
90973,1925
72610,0
29361,232500
60129,-1350
33315,350
51569,0
35876,7300
6666,0
28300,0
83945,0
66862,0
10974,0
3145,0
67025,1150
21084,0
25895,70000
57244,0
51162,1550
66303,900
58077,0
72852,22625
1076,0
26813,0
23000,1350
17489,2200
14799,225
61308,50
6689,0
39717,250
78779,0
33050,800
64697,0
5028,25
53886,350
80996,222500
58368,0
3387,0
2139,0
83136,0
30688,33500
45882,0
79388,0
74447,75
65840,0
11807,0
82688,7450
54122,725
44261,0
7516,0
4238,100
56041,9700
33680,50
5407,2250
80302,0
50805,0
40459,1650
44441,0
18603,0
75226,0
14705,0
3952,0
39671,0
30142,0
34097,9250
35022,6100
70274,0
76300,2850
67773,0
46351,293000
61971,3975
27371,0
47025,0
18211,0
86453,0
72054,0
59576,0
68663,2900
26039,42250
65899,4800
45712,50
38954,0
70602,325000
42682,50
1863,0
31554,0
92201,43000
40416,0
26168,0
87160,25
3886,93750
49578,0
70538,17000
58905,12000
3185,0
21988,0
7241,725
19458,875
79462,3200
22210,0
63174,0
51336,0
62994,0
92146,0
74897,4800
40987,0
59909,14025
52537,25
78137,0
76894,0
53739,0
82959,0
36072,325
76133,0
38502,0
43406,0
60964,725
49080,0
66873,775
25890,0
62888,1025
13021,66600
46493,3300
89549,0
9274,0
41910,0
89963,3700
35769,0
11098,100
56717,1750
25925,25
37575,0
48899,0
77869,0
52926,-50
57310,0
47104,375
43726,0
20760,-1000
32541,25
22053,3700
77559,0
45982,0
15555,0
36825,0
83445,0
87284,0
27366,0
51757,13500
8523,0
52460,0
3074,28500
31046,0
4075,1550
83461,50025
50753,0
84346,3800
15906,2800
90581,0
4879,87500
39023,0
89169,0
73359,0
23147,6000
86078,0
9989,275
53716,0
13991,0
31365,3500
46473,0
72208,0
48776,3575
77672,2200
5072,0
77169,0
83860,0
60432,5075
92169,925
53237,0
48272,0
37431,0
4268,0
77335,3400
76865,-1300
63800,0
78593,6000
33001,625
90725,0
31694,50
1258,1350
86961,700
41542,3700
51889,225
2661,0
61146,0
23554,0
88539,0
3341,2475
91693,0
26374,0
88294,75350
61696,30350
6269,0
91286,0
37680,100
76383,0
63382,0
85720,25
57146,0
20611,25
48727,0
82408,1450
69992,58750
66969,0
57301,0
52120,0
12437,0
73637,325
87886,275
22809,0
64591,10500
6445,0
44172,75
36029,0
51081,1425
53814,0
82375,25
62803,700
4382,0
50565,225
80230,0
70099,295000
75093,0
74681,0
17085,0
62085,50
38273,450
89242,3025
60667,0
49949,50
20606,10850
34642,100
27520,0
15385,50
80718,0
68423,50
51975,400
1781,52525
54783,0
75148,300
41219,0
59479,25
